project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays,confidence
loomio.csv,ssr,BATCHBISECT,4,46.829268292682926,180.0,31,7
loomio.csv,ssr,BATCHBISECT,8,45.36585365853659,420.0,71,19
loomio.csv,ssr,BATCHBISECT,16,67.3170731707317,1203.0,29,15
loomio.csv,ssr,BATCHSTOP4,4,43.90243902439025,180.0,31,7
loomio.csv,ssr,BATCHSTOP4,8,41.46341463414634,420.0,71,19
loomio.csv,ssr,BATCHSTOP4,16,65.36585365853658,1203.0,29,15
metasploit-framework.csv,ssr,BATCH4,4,8.171206225680933,258.0,136,17
metasploit-framework.csv,ssr,BATCHBISECT,2,16.731517509727627,115.0,58,6
metasploit-framework.csv,ssr,BATCHBISECT,4,8.171206225680933,258.0,136,17
metasploit-framework.csv,ssr,BATCHBISECT,8,8.949416342412452,924.0,176,20
metasploit-framework.csv,ssr,BATCHBISECT,16,15.693904020752267,3261.0,130,20
metasploit-framework.csv,ssr,BATCHSTOP4,4,8.171206225680933,258.0,136,17
metasploit-framework.csv,ssr,BATCHSTOP4,8,8.949416342412452,924.0,176,20
metasploit-framework.csv,ssr,BATCHSTOP4,16,15.17509727626459,3261.0,130,20
opal.csv,ssr,BATCH4,4,10.267857142857142,90.0,42,13
opal.csv,ssr,BATCHBISECT,2,20.089285714285715,35.0,17,6
opal.csv,ssr,BATCHBISECT,4,10.267857142857142,90.0,42,13
opal.csv,ssr,BATCHBISECT,8,10.267857142857142,308.0,57,16
opal.csv,ssr,BATCHBISECT,16,12.053571428571429,885.0,73,18
opal.csv,ssr,BATCHSTOP4,4,10.267857142857142,90.0,42,13
opal.csv,ssr,BATCHSTOP4,8,10.267857142857142,308.0,57,16
opal.csv,ssr,BATCHSTOP4,16,12.053571428571429,885.0,73,18
open-build-service.csv,ssr,BATCH4,4,29.6137339055794,324.0,150,10
open-build-service.csv,ssr,BATCHBISECT,2,41.63090128755365,134.0,48,3
open-build-service.csv,ssr,BATCHBISECT,4,30.901287553648068,324.0,150,10
open-build-service.csv,ssr,BATCHBISECT,8,36.05150214592275,896.0,195,20
open-build-service.csv,ssr,BATCHBISECT,16,62.01716738197425,3001.0,31,16
open-build-service.csv,ssr,BATCHSTOP4,4,29.6137339055794,324.0,150,10
open-build-service.csv,ssr,BATCHSTOP4,8,35.1931330472103,896.0,195,20
open-build-service.csv,ssr,BATCHSTOP4,16,61.1587982832618,3001.0,31,16
orbeon-forms.csv,ssr,BATCH4,4,21.03004291845493,126.0,79,12
orbeon-forms.csv,ssr,BATCHBISECT,2,26.60944206008584,43.0,34,6
orbeon-forms.csv,ssr,BATCHBISECT,4,21.888412017167383,126.0,79,12
orbeon-forms.csv,ssr,BATCHBISECT,8,24.892703862660944,393.0,108,16
orbeon-forms.csv,ssr,BATCHBISECT,16,57.081545064377686,1561.0,4,19
orbeon-forms.csv,ssr,BATCHSTOP4,4,21.03004291845493,126.0,79,12
orbeon-forms.csv,ssr,BATCHSTOP4,8,24.892703862660944,393.0,108,16
orbeon-forms.csv,ssr,BATCHSTOP4,16,54.506437768240346,1561.0,4,19
puppet.csv,ssr,BATCH4,4,4.3478260869565215,18.0,6,16
puppet.csv,ssr,BATCHBISECT,2,4.3478260869565215,3.0,6,17
puppet.csv,ssr,BATCHBISECT,4,4.3478260869565215,18.0,6,16
puppet.csv,ssr,BATCHBISECT,8,2.898550724637681,57.0,22,18
puppet.csv,ssr,BATCHBISECT,16,17.391304347826086,240.0,0,19
puppet.csv,ssr,BATCHSTOP4,4,4.3478260869565215,18.0,6,16
puppet.csv,ssr,BATCHSTOP4,8,2.898550724637681,57.0,22,18
puppet.csv,ssr,BATCHSTOP4,16,14.492753623188406,240.0,0,19
rails.csv,ssr,BATCH4,4,28.70683818551117,960.0,455,11
rails.csv,ssr,BATCHBISECT,2,39.13337846987136,416.0,180,3
rails.csv,ssr,BATCHBISECT,4,29.79011509817197,960.0,455,11
rails.csv,ssr,BATCHBISECT,8,31.82125930941097,2653.0,854,20
rails.csv,ssr,BATCHBISECT,16,60.12186865267434,9388.0,156,20
rails.csv,ssr,BATCHSTOP4,4,0,0,0,0
rails.csv,ssr,BATCHSTOP4,8,0,0,0,0
rails.csv,ssr,BATCHSTOP4,16,0,0,0,0
rubinius.csv,ssr,BATCH4,4,56.36363636363637,216.0,26,8
rubinius.csv,ssr,BATCHBISECT,2,41.81818181818182,52.0,53,6
rubinius.csv,ssr,BATCHBISECT,4,61.81818181818182,216.0,26,8
rubinius.csv,ssr,BATCHBISECT,8,68.63636363636364,588.0,42,18
rubinius.csv,ssr,BATCHBISECT,16,89.54545454545455,1626.0,0,2
rubinius.csv,ssr,BATCHSTOP4,4,56.36363636363637,216.0,26,8
rubinius.csv,ssr,BATCHSTOP4,8,61.36363636363637,588.0,42,18
rubinius.csv,ssr,BATCHSTOP4,16,83.18181818181819,1626.0,0,2
sonarqube.csv,ssr,BATCH4,4,18.0,157.0,92,12
sonarqube.csv,ssr,BATCHBISECT,2,25.0,57.0,43,5
sonarqube.csv,ssr,BATCHBISECT,4,18.666666666666668,157.0,92,12
onarqube.csv,ssr,BATCHBISECT,8,29.0,547.0,77,18
sonarqube.csv,ssr,BATCHBISECT,16,36.333333333333336,1588.0,66,18
sonarqube.csv,ssr,BATCHSTOP4,4,18.0,157.0,92,12
sonarqube.csv,ssr,BATCHSTOP4,8,29.0,547.0,77,18
sonarqube.csv,ssr,BATCHSTOP4,16,36.333333333333336,1588.0,66,18
sufia.csv,ssr,BATCH4,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,2,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,8,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,16,0.0,0.0,6,19
sufia.csv,ssr,BATCHSTOP4,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHSTOP4,8,0.0,0.0,6,19
sufia.csv,ssr,BATCHSTOP4,16,0.0,0.0,6,19
vagrant.csv,ssr,BATCH4,4,13.380281690140846,108.0,37,17
vagrant.csv,ssr,BATCHBISECT,2,9.507042253521126,23.0,37,12
vagrant.csv,ssr,BATCHBISECT,4,13.380281690140846,108.0,37,17
vagrant.csv,ssr,BATCHBISECT,8,10.56338028169014,336.0,43,20
vagrant.csv,ssr,BATCHBISECT,16,13.732394366197184,1101.0,53,20
vagrant.csv,ssr,BATCHSTOP4,4,13.380281690140846,108.0,37,17
vagrant.csv,ssr,BATCHSTOP4,8,10.56338028169014,336.0,43,20
vagrant.csv,ssr,BATCHSTOP4,16,13.732394366197184,1101.0,53,20
