project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays,confidence
cloudify.csv,ssr,BATCHSTOP4,8,15.368852615356445,644.0,67,20
cloudify.csv,ssr,BATCHSTOP4,16,14.34426212310791,2068.0,84,17
cloudify.csv,ssr,BATCH4,4,11.680327415466309,174.0,79,18
cloudify.csv,ssr,BATCHBISECT,1,25.819671630859375,0.0,34,4
cloudify.csv,ssr,BATCHBISECT,2,16.598360061645508,67.0,44,7
cloudify.csv,ssr,BATCHBISECT,4,12.090164184570312,174.0,79,18
cloudify.csv,ssr,BATCHBISECT,8,16.18852424621582,644.0,67,20
cloudify.csv,ssr,BATCHBISECT,16,15.163934707641602,2068.0,84,17
graylog2-server.csv,ssr,BATCHSTOP4,4,4.239401340484619,102.0,61,20
graylog2-server.csv,ssr,BATCHSTOP4,8,7.23192024230957,476.0,61,19
graylog2-server.csv,ssr,BATCHSTOP4,16,9.476308822631836,1495.0,68,19
graylog2-server.csv,ssr,BATCH4,4,4.239401340484619,102.0,61,20
graylog2-server.csv,ssr,BATCHBISECT,1,14.46384048461914,0.0,18,7
graylog2-server.csv,ssr,BATCHBISECT,2,8.478802680969238,30.0,33,13
graylog2-server.csv,ssr,BATCHBISECT,4,4.239401340484619,102.0,61,20
graylog2-server.csv,ssr,BATCHBISECT,8,7.23192024230957,476.0,61,19
graylog2-server.csv,ssr,BATCHBISECT,16,9.476308822631836,1495.0,68,19
orbeon-forms.csv,ssr,BATCHSTOP4,4,22.317596435546875,144.0,68,10
orbeon-forms.csv,ssr,BATCHSTOP4,8,38.197425842285156,476.0,61,16
orbeon-forms.csv,ssr,BATCHSTOP4,16,54.93562316894531,1440.0,26,19
orbeon-forms.csv,ssr,BATCH4,4,22.317596435546875,144.0,68,10
orbeon-forms.csv,ssr,BATCHBISECT,1,35.19313430786133,0.0,35,3
orbeon-forms.csv,ssr,BATCHBISECT,2,25.321887969970703,41.0,38,6
orbeon-forms.csv,ssr,BATCHBISECT,4,22.317596435546875,144.0,68,10
orbeon-forms.csv,ssr,BATCHBISECT,8,39.05579376220703,476.0,61,16
orbeon-forms.csv,ssr,BATCHBISECT,16,54.93562316894531,1440.0,26,19
gradle.csv,ssr,BATCHSTOP4,4,10.592459678649902,222.0,108,15
gradle.csv,ssr,BATCHSTOP4,8,14.542190551757812,756.0,125,20
gradle.csv,ssr,BATCHSTOP4,16,18.85098648071289,2491.0,99,18
gradle.csv,ssr,BATCH4,4,10.592459678649902,222.0,108,15
gradle.csv,ssr,BATCHBISECT,1,34.29084396362305,0.0,34,3
gradle.csv,ssr,BATCHBISECT,2,13.285457611083984,62.0,65,9
gradle.csv,ssr,BATCHBISECT,4,10.592459678649902,222.0,108,15
gradle.csv,ssr,BATCHBISECT,8,14.542190551757812,756.0,125,20
gradle.csv,ssr,BATCHBISECT,16,18.85098648071289,2491.0,99,18
puppet.csv,ssr,BATCHSTOP4,4,4.34782600402832,18.0,6,16
puppet.csv,ssr,BATCHSTOP4,8,4.34782600402832,57.0,22,18
puppet.csv,ssr,BATCHSTOP4,16,14.492753982543945,240.0,0,19
puppet.csv,ssr,BATCH4,4,4.34782600402832,18.0,6,16
puppet.csv,ssr,BATCHBISECT,1,5.7971014976501465,0.0,3,17
puppet.csv,ssr,BATCHBISECT,2,4.34782600402832,3.0,6,17
puppet.csv,ssr,BATCHBISECT,4,4.34782600402832,18.0,6,16
puppet.csv,ssr,BATCHBISECT,8,4.34782600402832,57.0,22,18
puppet.csv,ssr,BATCHBISECT,16,17.39130401611328,240.0,0,19
concerto.csv,ssr,BATCHSTOP4,4,14.137930870056152,126.0,77,14
concerto.csv,ssr,BATCHSTOP4,8,15.17241382598877,392.0,102,19
concerto.csv,ssr,BATCHSTOP4,16,24.827587127685547,1440.0,55,18
concerto.csv,ssr,BATCH4,4,14.137930870056152,126.0,77,14
concerto.csv,ssr,BATCHBISECT,1,21.379310607910156,0.0,37,5
concerto.csv,ssr,BATCHBISECT,2,16.89655113220215,37.0,44,8
concerto.csv,ssr,BATCHBISECT,4,14.82758617401123,126.0,77,14
concerto.csv,ssr,BATCHBISECT,8,15.862069129943848,392.0,102,19
concerto.csv,ssr,BATCHBISECT,16,25.517240524291992,1440.0,55,18
rubinius.csv,ssr,BATCHSTOP4,4,48.181819915771484,204.0,49,8
rubinius.csv,ssr,BATCHSTOP4,8,73.63636016845703,616.0,25,18
rubinius.csv,ssr,BATCHSTOP4,16,80.90908813476562,1518.0,13,10
rubinius.csv,ssr,BATCH4,4,48.181819915771484,204.0,49,8
rubinius.csv,ssr,BATCHBISECT,1,39.09090805053711,0.0,54,3
rubinius.csv,ssr,BATCHBISECT,2,50.90909194946289,64.0,36,4
rubinius.csv,ssr,BATCHBISECT,4,52.727272033691406,204.0,49,8
rubinius.csv,ssr,BATCHBISECT,8,78.18181610107422,616.0,25,18
rubinius.csv,ssr,BATCHBISECT,16,87.2727279663086,1518.0,13,10
sufia.csv,ssr,BATCHSTOP4,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHSTOP4,8,0.0,0.0,6,19
sufia.csv,ssr,BATCHSTOP4,16,0.0,0.0,6,19
sufia.csv,ssr,BATCH4,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,1,5.263157844543457,0.0,2,15
sufia.csv,ssr,BATCHBISECT,2,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,4,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,8,0.0,0.0,6,19
sufia.csv,ssr,BATCHBISECT,16,0.0,0.0,6,19
cloud_controller_ng.csv,ssr,BATCHSTOP4,4,40.711463928222656,210.0,62,8
cloud_controller_ng.csv,ssr,BATCHSTOP4,8,67.98419189453125,659.0,50,16
cloud_controller_ng.csv,ssr,BATCHSTOP4,16,73.51778411865234,1626.0,29,17
cloud_controller_ng.csv,ssr,BATCH4,4,40.711463928222656,210.0,62,8
cloud_controller_ng.csv,ssr,BATCHBISECT,1,53.754940032958984,0.0,34,2
cloud_controller_ng.csv,ssr,BATCHBISECT,2,38.73517608642578,62.0,45,4
cloud_controller_ng.csv,ssr,BATCHBISECT,4,43.083003997802734,210.0,62,8
cloud_controller_ng.csv,ssr,BATCHBISECT,8,68.77470397949219,659.0,50,16
cloud_controller_ng.csv,ssr,BATCHBISECT,16,76.67984008789062,1626.0,29,17
loomio.csv,ssr,BATCHSTOP4,4,37.56097412109375,150.0,55,10
loomio.csv,ssr,BATCHSTOP4,8,33.65853500366211,364.0,115,19
loomio.csv,ssr,BATCHSTOP4,16,58.53658676147461,1171.0,47,20
loomio.csv,ssr,BATCH4,4,37.56097412109375,150.0,55,10
loomio.csv,ssr,BATCHBISECT,1,38.53658676147461,0.0,33,3
loomio.csv,ssr,BATCHBISECT,2,32.19512176513672,40.0,44,6
loomio.csv,ssr,BATCHBISECT,4,40.4878044128418,150.0,55,10
loomio.csv,ssr,BATCHBISECT,8,36.585365295410156,364.0,115,19
loomio.csv,ssr,BATCHBISECT,16,63.414634704589844,1171.0,47,20
vagrant.csv,ssr,BATCHSTOP4,4,13.380281448364258,108.0,37,17
vagrant.csv,ssr,BATCHSTOP4,8,10.563380241394043,336.0,43,20
vagrant.csv,ssr,BATCHSTOP4,16,15.845070838928223,1101.0,53,20
vagrant.csv,ssr,BATCH4,4,13.380281448364258,108.0,37,17
vagrant.csv,ssr,BATCHBISECT,1,14.788732528686523,0.0,27,7
vagrant.csv,ssr,BATCHBISECT,2,9.507041931152344,23.0,37,12
vagrant.csv,ssr,BATCHBISECT,4,13.380281448364258,108.0,37,17
vagrant.csv,ssr,BATCHBISECT,8,10.563380241394043,336.0,43,20
vagrant.csv,ssr,BATCHBISECT,16,15.845070838928223,1101.0,53,20
open-build-service.csv,ssr,BATCHSTOP4,4,28.540773391723633,261.0,174,18
open-build-service.csv,ssr,BATCHSTOP4,8,37.339054107666016,899.0,155,19
open-build-service.csv,ssr,BATCHSTOP4,16,61.802574157714844,3028.0,80,17
open-build-service.csv,ssr,BATCH4,4,28.540773391723633,261.0,174,18
open-build-service.csv,ssr,BATCHBISECT,1,37.55364990234375,0.0,61,3
open-build-service.csv,ssr,BATCHBISECT,2,40.77253341674805,134.0,50,3
open-build-service.csv,ssr,BATCHBISECT,4,29.399141311645508,261.0,174,18
open-build-service.csv,ssr,BATCHBISECT,8,37.76824188232422,899.0,155,19
open-build-service.csv,ssr,BATCHBISECT,16,62.660945892333984,3028.0,80,17
opal.csv,ssr,BATCHSTOP4,4,11.160714149475098,102.0,23,12
opal.csv,ssr,BATCHSTOP4,8,10.267857551574707,308.0,57,16
opal.csv,ssr,BATCHSTOP4,16,21.428571701049805,996.0,47,20
opal.csv,ssr,BATCH4,4,11.160714149475098,102.0,23,12
opal.csv,ssr,BATCHBISECT,1,7.589285850524902,0.0,29,15
opal.csv,ssr,BATCHBISECT,2,9.375,17.0,27,14
opal.csv,ssr,BATCHBISECT,4,12.053571701049805,102.0,23,12
opal.csv,ssr,BATCHBISECT,8,10.267857551574707,308.0,57,16
opal.csv,ssr,BATCHBISECT,16,22.321428298950195,996.0,47,20
sonarqube.csv,ssr,BATCHSTOP4,4,17.66666603088379,150.0,96,13
sonarqube.csv,ssr,BATCHSTOP4,8,29.0,532.0,75,18
sonarqube.csv,ssr,BATCHSTOP4,16,43.66666793823242,1708.0,35,20
sonarqube.csv,ssr,BATCH4,4,17.66666603088379,150.0,96,13
sonarqube.csv,ssr,BATCHBISECT,1,36.33333206176758,0.0,33,3
sonarqube.csv,ssr,BATCHBISECT,2,30.66666603088379,68.0,33,4
sonarqube.csv,ssr,BATCHBISECT,4,17.66666603088379,150.0,96,13
sonarqube.csv,ssr,BATCHBISECT,8,29.0,532.0,75,18
sonarqube.csv,ssr,BATCHBISECT,16,44.33333206176758,1708.0,35,20
metasploit-framework.csv,ssr,BATCHSTOP4,4,10.635538101196289,276.0,110,18
metasploit-framework.csv,ssr,BATCHSTOP4,8,11.15434455871582,952.0,154,20
metasploit-framework.csv,ssr,BATCHSTOP4,16,14.007781982421875,3175.0,130,19
metasploit-framework.csv,ssr,BATCH4,4,10.635538101196289,276.0,110,18
metasploit-framework.csv,ssr,BATCHBISECT,1,34.37094497680664,0.0,32,3
metasploit-framework.csv,ssr,BATCHBISECT,2,12.71076488494873,80.0,78,10
metasploit-framework.csv,ssr,BATCHBISECT,4,10.894941329956055,276.0,110,18
metasploit-framework.csv,ssr,BATCHBISECT,8,11.413748741149902,952.0,154,20
metasploit-framework.csv,ssr,BATCHBISECT,16,14.26718521118164,3175.0,130,19
rails.csv,ssr,BATCHSTOP4,4,28.0297908782959,1020.0,430,9
rails.csv,ssr,BATCHSTOP4,8,37.576168060302734,2996.0,572,18
rails.csv,ssr,BATCHSTOP4,16,58.700069427490234,9480.0,181,17
rails.csv,ssr,BATCH4,4,28.0297908782959,1020.0,430,9
rails.csv,ssr,BATCHBISECT,1,52.60663604736328,0.0,186,2
rails.csv,ssr,BATCHBISECT,2,40.21665573120117,418.0,164,3
rails.csv,ssr,BATCHBISECT,4,29.383886337280273,1020.0,430,9
rails.csv,ssr,BATCHBISECT,8,39.20108413696289,2996.0,572,18
rails.csv,ssr,BATCHBISECT,16,60.7312126159668,9480.0,181,17
fog.csv,ssr,BATCHSTOP4,4,46.72364807128906,283.0,59,10
fog.csv,ssr,BATCHSTOP4,8,46.43874740600586,700.0,159,19
fog.csv,ssr,BATCHSTOP4,16,61.53845977783203,2085.0,48,15
fog.csv,ssr,BATCH4,4,46.72364807128906,283.0,59,10
fog.csv,ssr,BATCHBISECT,1,53.56125259399414,0.0,56,2
fog.csv,ssr,BATCHBISECT,2,49.287750244140625,105.0,41,3
fog.csv,ssr,BATCHBISECT,4,52.421653747558594,283.0,59,10
fog.csv,ssr,BATCHBISECT,8,50.99715042114258,700.0,159,19
fog.csv,ssr,BATCHBISECT,16,66.66666412353516,2085.0,48,15
