tr_build_id,gh_project_name,gh_is_pr,gh_pr_created_at,gh_pull_req_num,gh_lang,git_merged_with,git_branch,gh_num_commits_in_push,gh_commits_in_push,git_prev_commit_resolution_status,git_prev_built_commit,tr_prev_build,gh_first_commit_created_at,gh_team_size,git_all_built_commits,git_num_all_built_commits,git_trigger_commit,tr_virtual_merged_into,tr_original_commit,gh_num_issue_comments,gh_num_commit_comments,gh_num_pr_comments,git_diff_src_churn,git_diff_test_churn,gh_diff_files_added,gh_diff_files_deleted,gh_diff_files_modified,gh_diff_tests_added,gh_diff_tests_deleted,gh_diff_src_files,gh_diff_doc_files,gh_diff_other_files,gh_num_commits_on_files_touched,gh_sloc,gh_test_lines_per_kloc,gh_test_cases_per_kloc,gh_asserts_cases_per_kloc,gh_by_core_team_member,gh_description_complexity,gh_pushed_at,gh_build_started_at,tr_status,tr_duration,tr_jobs,tr_build_number,tr_job_id,tr_log_lan,tr_log_status,tr_log_setup_time,tr_log_analyzer,tr_log_frameworks,tr_log_bool_tests_ran,tr_log_bool_tests_failed,tr_log_num_tests_ok,tr_log_num_tests_failed,tr_log_num_tests_run,tr_log_num_tests_skipped,tr_log_tests_failed,tr_log_testduration,tr_log_buildduration,build_successful
8254493,chef/chef,0.0,,,ruby,,master,,,build_found,71fbdcfda3926455c231b6a027471a5d4767c56c,8247909,,28,31421866cd4ac9aee5f8960a40e48cfcf10617b2#082f60d0a870a704aa8ba4ea2532ad446300312b#c424c43db41c9b31fefc398dd7b8e858a1e0258b#a78016020edc124f19d5919029595d97bf6be264#b58b246a80555a0b72b7fa907ad13943144aaecd#6e8a14a7509a77b061e44cebc153b0ba0db04c29#4a887fee81fe7900fca48fbeff56611eb40df53d#98da563d2ccfb611cec9ac1e784914df1d63d03f#db9db4a83e16941ed263496f1af7fb4f8707722e#25e6ee50d2af7032feb969091b22b5e7d9dc2745#ae359fe3ad3c76677963a084f661d64a55a03b36#9c895cf23ab309940b8ddc6ef42c5ce44562a7a0#87362261bfb47fc1628a531f83e1dd77484dd1bb#1504a1d133f5a8c71431027bc9012fdb8507fde5#182532e7ef9f5eab1e721f6c3fe7f62af7e95091#e5ce37aaeff607cf83ecf3d183a901570a28a031#feee9f77e7dc36d1d6eca1d5f923cabcf6158039#abe89319941debc7779d7d9fc23e1c5db0e1c931#19075206a216b8432d01a45ad68b59e2c602d15c#04c82f7cd7e07a8d4a5e5236a64c1c0844151315#72020db966e477e8a1e576c3c2d7681ac2858873#1f4b55e328661edb034b5f37fd3da0ba029a5bd4#41638c81955157ff5aaad0ac0ad4a8de564038ed#0f4cfe59a789f0804fe406802af192702c8ac264#ce193b757159209d0d05dc247602969c0e107c07#16aaa0f8a353f3b429c9e908dd3b0bf5de11bc1b,26,31421866cd4ac9aee5f8960a40e48cfcf10617b2,,31421866cd4ac9aee5f8960a40e48cfcf10617b2,,0,,376,339,4,0,11,0,0,11,0,0,34,40816,1292.2628381027,132.35005880047,229.003332026656,0.0,,,2013-06-19 21:17:22,passed,1713,"[8254495, 8254496, 8254494]",79,8254496,ruby,ok,,ruby,rspec,1.0,,8044,0,8044,244,,56.58,,0
8254936,chef/chef,0.0,,,ruby,,master,,,build_found,31421866cd4ac9aee5f8960a40e48cfcf10617b2,8254493,,28,b4e37867815a4f2109a8e4b0b52c292316d23713#4c29883b38c6179a8b3fead064d7095159ba5cca#62b156aec03ecb1d6ece0a3dc8a277f5332d0990#a18eff1c95a283179910adee50cc33d1219c9595#ff7300125e1123dd03e2d53e9f36b6c4b23674a4#2c25de2828f8a959acd5542730ad15a0136fd3ee#91f9b6aef4d6ff0454ba92fe163aab4921eb83b5#ef6e30b8326c9838a2fb8ed3325bd07a018932e9#0304062ff84fee4adeb4a313fd8065239cf865c4,9,b4e37867815a4f2109a8e4b0b52c292316d23713,,b4e37867815a4f2109a8e4b0b52c292316d23713,,0,,271,248,3,1,6,0,0,11,0,0,53,40842,1294.10900543558,132.633073796582,229.322755986484,0.0,,,2013-06-19 21:34:45,passed,1560,"[8254938, 8254939, 8254937]",83,8254939,ruby,ok,,ruby,rspec,1.0,,8059,0,8059,244,,0.3,,0
8255297,chef/chef,0.0,,,ruby,,master,,,build_found,b4e37867815a4f2109a8e4b0b52c292316d23713,8254936,,28,2a3d8a762f5d0b3fce36dd44106c0ac04caa5eba,1,2a3d8a762f5d0b3fce36dd44106c0ac04caa5eba,,2a3d8a762f5d0b3fce36dd44106c0ac04caa5eba,,0,,31,56,0,0,3,0,0,3,0,0,66,40849,1294.27892971676,132.610345418492,229.283458591398,1.0,,,2013-06-19 21:42:17,passed,1657,"[8255298, 8255299, 8255300]",84,8255299,ruby,ok,,ruby,rspec,1.0,,8060,0,8060,244,,13.42,,0
8255681,chef/chef,0.0,,,ruby,,master,,,build_found,2a3d8a762f5d0b3fce36dd44106c0ac04caa5eba,8255297,,28,e23232bf8c9fad3c04dc03e91a7d77157dffd603,1,e23232bf8c9fad3c04dc03e91a7d77157dffd603,,e23232bf8c9fad3c04dc03e91a7d77157dffd603,,0,,0,14,0,0,1,0,0,1,0,0,5,40849,1294.27892971676,132.610345418492,229.283458591398,0.0,,,2013-06-19 21:48:43,passed,1698,"[8255684, 8255683, 8255682]",85,8255682,ruby,ok,,ruby,rspec,1.0,,8060,0,8060,258,,7.9,,0
8257935,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,25dbcb9a37a82bdd732b6ed4c50a8a4ba906b087,1,25dbcb9a37a82bdd732b6ed4c50a8a4ba906b087,,25dbcb9a37a82bdd732b6ed4c50a8a4ba906b087,,0,,26,40,0,0,2,0,0,2,0,0,3,40862,1294.50345063874,132.592628848319,229.381821741471,1.0,,,2013-06-19 23:00:48,passed,1576,"[8257936, 8257938, 8257937]",90,8257936,ruby,ok,,ruby,rspec,1.0,,8061,0,8061,258,,33.74,,0
8288267,chef/chef,0.0,,,ruby,,master,,,build_found,25dbcb9a37a82bdd732b6ed4c50a8a4ba906b087,8257935,,28,9dbaf13f6af20b1dcd3f76337b74ab006b401cab,1,9dbaf13f6af20b1dcd3f76337b74ab006b401cab,,9dbaf13f6af20b1dcd3f76337b74ab006b401cab,,0,,0,1,0,0,1,0,0,1,0,0,5,40862,1294.52792325388,132.592628848319,229.406294356615,1.0,,,2013-06-20 19:45:55,passed,1683,"[8288269, 8288270, 8288272]",98,8288272,ruby,ok,,ruby,rspec,1.0,,8060,0,8060,244,,37.29,,0
8294830,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,bbf1dd5a7a8088a21046c911f8132418a4049d7e,1,bbf1dd5a7a8088a21046c911f8132418a4049d7e,,bbf1dd5a7a8088a21046c911f8132418a4049d7e,,0,,96,1309,1,0,4,0,0,5,0,0,23,40863,1290.21364070186,132.124415730612,228.299439590828,1.0,,,2013-06-20 23:59:43,passed,1450,"[8294833, 8294832, 8294831]",110,8294833,ruby,ok,,ruby,rspec,1.0,,8056,0,8056,244,,48.98,,0
8295668,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,e82646323f4910ee1fbd8e344fde6a94145d5f18,1,e82646323f4910ee1fbd8e344fde6a94145d5f18,,e82646323f4910ee1fbd8e344fde6a94145d5f18,,0,,141,0,1,0,1,0,0,2,0,0,12,40932,1288.03869832894,131.901690608815,227.914590051793,1.0,,,2013-06-21 00:16:24,passed,1455,"[8295670, 8295669, 8295671]",111,8295669,ruby,ok,,ruby,rspec,1.0,,8057,0,8057,258,,55.54,,0
8300512,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,278c0c4609da7612444a6991d343686c68641875,1,278c0c4609da7612444a6991d343686c68641875,,278c0c4609da7612444a6991d343686c68641875,,0,,6,12,0,0,4,0,0,4,0,0,45,40936,1288.13269493844,131.913230408442,227.916748094587,1.0,,,2013-06-21 05:51:26,passed,1414,"[8300514, 8300515, 8300513]",121,8300514,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,244,,51.37,,0
8324827,chef/chef,0.0,,,ruby,,master,,,build_found,278c0c4609da7612444a6991d343686c68641875,8300512,,28,d9cd91cb82487921ff2a16e6bfc9e34e80955002,1,d9cd91cb82487921ff2a16e6bfc9e34e80955002,,d9cd91cb82487921ff2a16e6bfc9e34e80955002,,0,,9,0,0,0,2,0,0,2,0,0,11,40932,1288.25857519789,131.926121372032,227.93902081501,1.0,,,2013-06-21 21:25:43,passed,1459,"[8324830, 8324828, 8324829]",128,8324828,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,258,,50.76,,0
8325186,chef/chef,0.0,,,ruby,,master,,,build_found,d9cd91cb82487921ff2a16e6bfc9e34e80955002,8324827,,28,953a7757b1c01a7d72ee756ce07db97e436b6d59,1,953a7757b1c01a7d72ee756ce07db97e436b6d59,,953a7757b1c01a7d72ee756ce07db97e436b6d59,,0,,3,0,0,0,1,0,0,1,0,0,5,40933,1288.22710282657,131.922898394938,227.93345222681,1.0,,,2013-06-21 21:44:23,passed,1462,"[8325188, 8325189, 8325187]",131,8325187,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,258,,47.08,,0
8325337,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,7cf389328d7eb45f480239647b38f90d58b759be,1,7cf389328d7eb45f480239647b38f90d58b759be,,7cf389328d7eb45f480239647b38f90d58b759be,,0,,2,24,0,0,3,0,0,3,0,0,24,40933,1288.47140449026,131.922898394938,227.93345222681,1.0,,,2013-06-21 21:51:35,passed,1483,"[8325339, 8325340, 8325338]",132,8325338,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,258,,27.66,,0
8325642,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,259141fb00dd1051e6cd54664a0d037975cc59ff,1,259141fb00dd1051e6cd54664a0d037975cc59ff,,259141fb00dd1051e6cd54664a0d037975cc59ff,,0,,2,0,0,0,1,0,0,1,0,0,8,40933,1288.47140449026,131.922898394938,227.93345222681,1.0,,,2013-06-21 22:02:08,passed,1545,"[8325645, 8325643, 8325644]",134,8325644,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,244,,57.49,,0
8325655,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,750eecd2120c69ff0dc53bfbe5b7514920541413,1,750eecd2120c69ff0dc53bfbe5b7514920541413,,750eecd2120c69ff0dc53bfbe5b7514920541413,,0,,16,0,0,0,2,0,0,2,0,0,201,40933,1288.47140449026,131.922898394938,227.93345222681,1.0,,,2013-06-21 22:08:02,passed,1378,"[8325658, 8325657, 8325656]",135,8325656,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,258,,35.42,,0
8393121,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,df20ac1a0ef84099cdbf0b938c7c3d16e68b48ca,1,df20ac1a0ef84099cdbf0b938c7c3d16e68b48ca,,df20ac1a0ef84099cdbf0b938c7c3d16e68b48ca,,0,,0,71,0,0,1,0,0,1,0,0,13,40933,1289.10658881587,131.996188894046,228.080033225026,1.0,,,2013-06-24 22:08:39,passed,1650,"[8393124, 8393123, 8393122]",147,8393122,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,258,,55.27,,0
8432882,chef/chef,0.0,,,ruby,,master,,,build_found,0bbca25e15aea90c3802feb425a0b11194fadf9e,8428922,,28,097fb215db74e9ae938f34531baf655e8a7b1576,1,097fb215db74e9ae938f34531baf655e8a7b1576,,097fb215db74e9ae938f34531baf655e8a7b1576,,0,,2,0,0,0,1,0,0,1,0,0,21,40959,1290.90065675432,132.303034742059,228.057325618301,1.0,,,2013-06-25 17:21:08,passed,1617,"[8432883, 8432884, 8432885]",169,8432884,ruby,ok,,ruby,rspec,1.0,,8058,0,8058,244,,27.28,,0
8478800,chef/chef,0.0,,,ruby,,master,,,merge_found,,,,28,6f02d07df650ba84850d8b39cc4939f71c06acd4,1,6f02d07df650ba84850d8b39cc4939f71c06acd4,,6f02d07df650ba84850d8b39cc4939f71c06acd4,,0,,179,294,1,0,12,0,0,13,0,0,193,41031,1291.7306426848,132.265847773635,227.852111817894,1.0,,,2013-06-26 20:13:46,failed,1846,"[8478801, 8478803, 8478802]",185,8478801,ruby,ok,,ruby,rspec,1.0,,8538,0,8538,354,,7.11,,0
8479201,chef/chef,0.0,,,ruby,,master,,,build_found,6f02d07df650ba84850d8b39cc4939f71c06acd4,8478800,,28,52fcfa083c04ca0d7e847adda6f269a87cd378ad,1,52fcfa083c04ca0d7e847adda6f269a87cd378ad,,52fcfa083c04ca0d7e847adda6f269a87cd378ad,,0,,2,0,0,0,1,0,0,1,0,0,14,41031,1291.7306426848,132.265847773635,227.852111817894,1.0,,,2013-06-26 20:25:36,passed,1911,"[8479202, 8479203, 8479204]",186,8479203,ruby,ok,,ruby,rspec,1.0,,8538,0,8538,340,,20.54,,0
