,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays,total_delays
72,metasploit-framework.csv,gr,BATCHBISECT,2,56.2905317769131,1.0,0.0,1.0
73,metasploit-framework.csv,gr,BATCHBISECT,4,37.2243839169909,2.0,0.0,2.0
74,metasploit-framework.csv,gr,BATCH4,4,36.9649805447471,2.0,0.0,2.0
75,metasploit-framework.csv,gr,BATCHSTOP4,4,36.9649805447471,2.0,0.0,2.0
76,metasploit-framework.csv,gr,BATCHBISECT,8,30.2204928664073,4.0,0.0,4.0
77,metasploit-framework.csv,gr,BATCHSTOP4,8,29.9610894941634,4.0,0.0,4.0
78,metasploit-framework.csv,gr,BATCHBISECT,16,28.1452658884566,8.0,0.0,8.0
79,metasploit-framework.csv,gr,BATCHSTOP4,16,27.8858625162127,8.0,0.0,8.0
80,opal.csv,gr,BATCHBISECT,2,58.0357142857143,0.5,0.0,0.5
81,opal.csv,gr,BATCHBISECT,4,40.1785714285714,1.5,0.0,1.5
82,opal.csv,gr,BATCH4,4,39.2857142857143,1.5,0.0,1.5
83,opal.csv,gr,BATCHSTOP4,4,39.2857142857143,1.5,0.0,1.5
84,opal.csv,gr,BATCHBISECT,8,34.8214285714286,3.5,0.0,3.5
85,opal.csv,gr,BATCHSTOP4,8,33.9285714285714,3.5,0.0,3.5
86,opal.csv,gr,BATCHBISECT,16,34.8214285714286,7.5,0.0,7.5
87,opal.csv,gr,BATCHSTOP4,16,33.9285714285714,7.5,0.0,7.5
88,open-build-service.csv,gr,BATCHBISECT,2,70.6008583690987,0.5,0.0,0.5
89,open-build-service.csv,gr,BATCHBISECT,4,64.1630901287554,2.0,0.0,2.0
90,open-build-service.csv,gr,BATCH4,4,62.0171673819743,2.0,0.0,2.0
91,open-build-service.csv,gr,BATCHSTOP4,4,62.0171673819743,2.0,0.0,2.0
92,open-build-service.csv,gr,BATCHBISECT,8,66.7381974248927,4.0,0.0,4.0
93,open-build-service.csv,gr,BATCHSTOP4,8,64.5922746781116,4.0,0.0,4.0
94,open-build-service.csv,gr,BATCHBISECT,16,71.2446351931331,8.0,0.0,8.0
95,open-build-service.csv,gr,BATCHSTOP4,16,69.0987124463519,8.0,0.0,8.0
96,orbeon-forms.csv,gr,BATCHBISECT,2,67.381974248927,1.0,0.0,1.0
97,orbeon-forms.csv,gr,BATCHBISECT,4,59.656652360515,2.0,0.0,2.0
98,orbeon-forms.csv,gr,BATCH4,4,59.656652360515,2.0,0.0,2.0
99,orbeon-forms.csv,gr,BATCHSTOP4,4,59.656652360515,2.0,0.0,2.0
100,orbeon-forms.csv,gr,BATCHBISECT,8,60.9442060085837,4.0,0.0,4.0
101,orbeon-forms.csv,gr,BATCHSTOP4,8,60.9442060085837,4.0,0.0,4.0
102,orbeon-forms.csv,gr,BATCHBISECT,16,63.9484978540773,8.0,0.0,8.0
103,orbeon-forms.csv,gr,BATCHSTOP4,16,63.9484978540773,8.0,0.0,8.0
104,puppet.csv,gr,BATCHBISECT,2,56.5217391304348,1.0,0.0,1.0
105,puppet.csv,gr,BATCHBISECT,4,34.7826086956522,2.0,0.0,2.0
106,puppet.csv,gr,BATCH4,4,31.8840579710145,2.0,0.0,2.0
107,puppet.csv,gr,BATCHSTOP4,4,31.8840579710145,2.0,0.0,2.0
108,puppet.csv,gr,BATCHBISECT,8,24.6376811594203,4.0,0.0,4.0
109,puppet.csv,gr,BATCHSTOP4,8,21.7391304347826,4.0,0.0,4.0
110,puppet.csv,gr,BATCHBISECT,16,21.7391304347826,8.0,0.0,8.0
111,puppet.csv,gr,BATCHSTOP4,16,18.8405797101449,8.0,0.0,8.0
112,rails.csv,gr,BATCHBISECT,2,70.4807041299932,1.0,0.0,1.0
113,rails.csv,gr,BATCHBISECT,4,63.3716993906567,2.0,0.0,2.0
114,rails.csv,gr,BATCH4,4,60.7989167230873,2.0,0.0,2.0
115,rails.csv,gr,BATCHSTOP4,4,60.7989167230873,2.0,0.0,2.0
116,rails.csv,gr,BATCHBISECT,8,65.1997291807718,4.0,0.0,4.0
117,rails.csv,gr,BATCHSTOP4,8,62.5592417061611,4.0,0.0,4.0
118,rails.csv,gr,BATCHBISECT,16,68.9911983750846,8.0,0.0,8.0
119,rails.csv,gr,BATCHSTOP4,16,66.3507109004739,8.0,0.0,8.0
120,rubinius.csv,gr,BATCHBISECT,2,81.8181818181818,0.5,0.0,0.5
121,rubinius.csv,gr,BATCHBISECT,4,82.2727272727273,1.5,0.0,1.5
122,rubinius.csv,gr,BATCH4,4,75.9090909090909,1.5,0.0,1.5
123,rubinius.csv,gr,BATCHSTOP4,4,75.9090909090909,1.5,0.0,1.5
124,rubinius.csv,gr,BATCHBISECT,8,89.0909090909091,4.0,0.0,4.0
125,rubinius.csv,gr,BATCHSTOP4,8,82.7272727272727,4.0,0.0,4.0
126,rubinius.csv,gr,BATCHBISECT,16,95.4545454545455,8.0,0.0,8.0
127,rubinius.csv,gr,BATCHSTOP4,16,88.6363636363636,8.0,0.0,8.0
128,sonarqube.csv,gr,BATCHBISECT,2,64.6666666666667,0.5,0.0,0.5
129,sonarqube.csv,gr,BATCHBISECT,4,54.3333333333333,1.5,0.0,1.5
130,sonarqube.csv,gr,BATCH4,4,54.3333333333333,1.5,0.0,1.5
131,sonarqube.csv,gr,BATCHSTOP4,4,54.3333333333333,1.5,0.0,1.5
132,sonarqube.csv,gr,BATCHBISECT,8,54.0,4.0,0.0,4.0
133,sonarqube.csv,gr,BATCHSTOP4,8,54.0,4.0,0.0,4.0
134,sonarqube.csv,gr,BATCHBISECT,16,57.0,8.0,0.0,8.0
135,sonarqube.csv,gr,BATCHSTOP4,16,57.0,8.0,0.0,8.0
136,sufia.csv,gr,BATCHBISECT,2,63.1578947368421,1.0,0.0,1.0
137,sufia.csv,gr,BATCHBISECT,4,47.3684210526316,2.0,0.0,2.0
138,sufia.csv,gr,BATCH4,4,47.3684210526316,2.0,0.0,2.0
139,sufia.csv,gr,BATCHSTOP4,4,47.3684210526316,2.0,0.0,2.0
140,sufia.csv,gr,BATCHBISECT,8,47.3684210526316,4.0,0.0,4.0
141,sufia.csv,gr,BATCHSTOP4,8,47.3684210526316,4.0,0.0,4.0
142,sufia.csv,gr,BATCHBISECT,16,52.6315789473684,9.0,0.0,9.0
143,sufia.csv,gr,BATCHSTOP4,16,52.6315789473684,9.0,0.0,9.0
144,vagrant.csv,gr,BATCHBISECT,2,56.3380281690141,0.5,0.0,0.5
145,vagrant.csv,gr,BATCHBISECT,4,37.6760563380282,1.5,0.0,1.5
146,vagrant.csv,gr,BATCH4,4,37.6760563380282,1.5,0.0,1.5
147,vagrant.csv,gr,BATCHSTOP4,4,37.6760563380282,1.5,0.0,1.5
148,vagrant.csv,gr,BATCHBISECT,8,31.6901408450704,4.0,0.0,4.0
149,vagrant.csv,gr,BATCHSTOP4,8,31.6901408450704,4.0,0.0,4.0
150,vagrant.csv,gr,BATCHBISECT,16,30.9859154929577,8.0,0.0,8.0
151,vagrant.csv,gr,BATCHSTOP4,16,30.6338028169014,8.0,0.0,8.0
152,heroku.csv,gr,BATCHBISECT,2,36.07,1.0,0.0,1.0
153,heroku.csv,gr,BATCHBISECT,4,47.54,2.0,0.0,2.0
154,heroku.csv,gr,BATCH4,4,47.54,2.0,0.0,2.0
155,heroku.csv,gr,BATCHSTOP4,4,47.54,2.0,0.0,2.0
156,heroku.csv,gr,BATCHBISECT,8,50.82,4.0,0.0,4.0
157,heroku.csv,gr,BATCHSTOP4,8,50.82,4.0,0.0,4.0
158,heroku.csv,gr,BATCHBISECT,16,40.98,8.0,0.0,8.0
159,heroku.csv,gr,BATCHSTOP4,16,40.98,8.0,0.0,8.0
160,rails.csv,sbs,BATCHBISECT,2,3.0467163168585,0.0,33.0,33.0
161,rails.csv,sbs,BATCH4,4,3.0467163168585,0.0,33.0,33.0
162,rails.csv,sbs,BATCHBISECT,4,3.0467163168585,0.0,33.0,33.0
163,rails.csv,sbs,BATCHSTOP4,4,3.0467163168585,0.0,33.0,33.0
164,rails.csv,sbs,BATCHBISECT,8,3.0467163168585,0.0,33.0,33.0
165,rails.csv,sbs,BATCHSTOP4,8,3.0467163168585,0.0,33.0,33.0
166,rails.csv,sbs,BATCHBISECT,16,3.0467163168585,0.0,33.0,33.0
167,rails.csv,sbs,BATCHSTOP4,16,3.0467163168585,0.0,33.0,33.0
168,jruby.csv,sbs,BATCHBISECT,2,9.44309927360775,0.0,9.5,9.5
169,jruby.csv,sbs,BATCH4,4,9.44309927360775,0.0,9.5,9.5
170,jruby.csv,sbs,BATCHBISECT,4,9.44309927360775,0.0,9.5,9.5
171,jruby.csv,sbs,BATCHSTOP4,4,9.44309927360775,0.0,9.5,9.5
172,jruby.csv,sbs,BATCHBISECT,8,9.44309927360775,0.0,9.5,9.5
173,jruby.csv,sbs,BATCHSTOP4,8,9.44309927360775,0.0,9.5,9.5
174,jruby.csv,sbs,BATCHBISECT,16,9.44309927360775,0.0,9.5,9.5
175,jruby.csv,sbs,BATCHSTOP4,16,9.44309927360775,0.0,9.5,9.5
176,metasploit-framework.csv,sbs,BATCHBISECT,2,0.778210116731518,0.0,54.0,54.0
177,metasploit-framework.csv,sbs,BATCH4,4,0.778210116731518,0.0,54.0,54.0
178,metasploit-framework.csv,sbs,BATCHBISECT,4,0.778210116731518,0.0,54.0,54.0
179,metasploit-framework.csv,sbs,BATCHSTOP4,4,0.778210116731518,0.0,54.0,54.0
180,metasploit-framework.csv,sbs,BATCHBISECT,8,0.778210116731518,0.0,54.0,54.0
181,metasploit-framework.csv,sbs,BATCHSTOP4,8,0.778210116731518,0.0,54.0,54.0
182,metasploit-framework.csv,sbs,BATCHBISECT,16,0.778210116731518,0.0,54.0,54.0
183,metasploit-framework.csv,sbs,BATCHSTOP4,16,0.778210116731518,0.0,54.0,54.0
184,vagrant.csv,sbs,BATCHBISECT,2,0.0,0.0,116.0,116.0
185,vagrant.csv,sbs,BATCH4,4,0.0,0.0,116.0,116.0
186,vagrant.csv,sbs,BATCHBISECT,4,0.0,0.0,116.0,116.0
187,vagrant.csv,sbs,BATCHSTOP4,4,0.0,0.0,116.0,116.0
188,vagrant.csv,sbs,BATCHBISECT,8,0.0,0.0,116.0,116.0
189,vagrant.csv,sbs,BATCHSTOP4,8,0.0,0.0,116.0,116.0
190,vagrant.csv,sbs,BATCHBISECT,16,0.0,0.0,116.0,116.0
191,vagrant.csv,sbs,BATCHSTOP4,16,0.0,0.0,116.0,116.0
192,cloudify.csv,sbs,BATCHBISECT,2,0.409836065573771,0.0,80.0,80.0
193,cloudify.csv,sbs,BATCH4,4,0.409836065573771,0.0,80.0,80.0
194,cloudify.csv,sbs,BATCHBISECT,4,0.409836065573771,0.0,80.0,80.0
195,cloudify.csv,sbs,BATCHSTOP4,4,0.409836065573771,0.0,80.0,80.0
196,cloudify.csv,sbs,BATCHBISECT,8,0.409836065573771,0.0,80.0,80.0
197,cloudify.csv,sbs,BATCHSTOP4,8,0.409836065573771,0.0,80.0,80.0
198,cloudify.csv,sbs,BATCHBISECT,16,0.409836065573771,0.0,80.0,80.0
199,cloudify.csv,sbs,BATCHSTOP4,16,0.409836065573771,0.0,80.0,80.0
200,rubinius.csv,sbs,BATCHBISECT,2,9.09090909090909,0.0,6.0,6.0
201,rubinius.csv,sbs,BATCH4,4,9.09090909090909,0.0,6.0,6.0
202,rubinius.csv,sbs,BATCHBISECT,4,9.09090909090909,0.0,6.0,6.0
203,rubinius.csv,sbs,BATCHSTOP4,4,9.09090909090909,0.0,6.0,6.0
204,rubinius.csv,sbs,BATCHBISECT,8,9.09090909090909,0.0,6.0,6.0
205,rubinius.csv,sbs,BATCHSTOP4,8,9.09090909090909,0.0,6.0,6.0
206,rubinius.csv,sbs,BATCHBISECT,16,9.09090909090909,0.0,6.0,6.0
207,rubinius.csv,sbs,BATCHSTOP4,16,9.09090909090909,0.0,6.0,6.0
208,open-build-service.csv,sbs,BATCHBISECT,2,3.6480686695279,0.0,15.0,15.0
209,open-build-service.csv,sbs,BATCH4,4,3.6480686695279,0.0,15.0,15.0
210,open-build-service.csv,sbs,BATCHBISECT,4,3.6480686695279,0.0,15.0,15.0
211,open-build-service.csv,sbs,BATCHSTOP4,4,3.6480686695279,0.0,15.0,15.0
212,open-build-service.csv,sbs,BATCHBISECT,8,3.6480686695279,0.0,15.0,15.0
213,open-build-service.csv,sbs,BATCHSTOP4,8,3.6480686695279,0.0,15.0,15.0
214,open-build-service.csv,sbs,BATCHBISECT,16,3.6480686695279,0.0,15.0,15.0
215,open-build-service.csv,sbs,BATCHSTOP4,16,3.6480686695279,0.0,15.0,15.0
216,gradle.csv,sbs,BATCHBISECT,2,1.25673249551167,0.0,34.0,34.0
217,gradle.csv,sbs,BATCH4,4,1.25673249551167,0.0,34.0,34.0
218,gradle.csv,sbs,BATCHBISECT,4,1.25673249551167,0.0,34.0,34.0
219,gradle.csv,sbs,BATCHSTOP4,4,1.25673249551167,0.0,34.0,34.0
220,gradle.csv,sbs,BATCHBISECT,8,1.25673249551167,0.0,34.0,34.0
221,gradle.csv,sbs,BATCHSTOP4,8,1.25673249551167,0.0,34.0,34.0
222,gradle.csv,sbs,BATCHBISECT,16,1.25673249551167,0.0,34.0,34.0
223,gradle.csv,sbs,BATCHSTOP4,16,1.25673249551167,0.0,34.0,34.0
224,sonarqube.csv,sbs,BATCHBISECT,2,2.0,0.0,34.0,34.0
225,sonarqube.csv,sbs,BATCH4,4,2.0,0.0,34.0,34.0
226,sonarqube.csv,sbs,BATCHBISECT,4,2.0,0.0,34.0,34.0
227,sonarqube.csv,sbs,BATCHSTOP4,4,2.0,0.0,34.0,34.0
228,sonarqube.csv,sbs,BATCHBISECT,8,2.0,0.0,34.0,34.0
229,sonarqube.csv,sbs,BATCHSTOP4,8,2.0,0.0,34.0,34.0
230,sonarqube.csv,sbs,BATCHBISECT,16,2.0,0.0,34.0,34.0
231,sonarqube.csv,sbs,BATCHSTOP4,16,2.0,0.0,34.0,34.0
232,loomio.csv,sbs,BATCHBISECT,2,3.90243902439024,0.0,37.0,37.0
233,loomio.csv,sbs,BATCH4,4,3.90243902439024,0.0,37.0,37.0
234,loomio.csv,sbs,BATCHBISECT,4,3.90243902439024,0.0,37.0,37.0
235,loomio.csv,sbs,BATCHSTOP4,4,3.90243902439024,0.0,37.0,37.0
236,loomio.csv,sbs,BATCHBISECT,8,3.90243902439024,0.0,37.0,37.0
237,loomio.csv,sbs,BATCHSTOP4,8,3.90243902439024,0.0,37.0,37.0
238,loomio.csv,sbs,BATCHBISECT,16,3.90243902439024,0.0,37.0,37.0
239,loomio.csv,sbs,BATCHSTOP4,16,3.90243902439024,0.0,37.0,37.0
240,fog.csv,sbs,BATCHBISECT,2,3.41880341880342,0.0,16.0,16.0
241,fog.csv,sbs,BATCH4,4,3.41880341880342,0.0,16.0,16.0
242,fog.csv,sbs,BATCHBISECT,4,3.41880341880342,0.0,16.0,16.0
243,fog.csv,sbs,BATCHSTOP4,4,3.41880341880342,0.0,16.0,16.0
244,fog.csv,sbs,BATCHBISECT,8,3.41880341880342,0.0,16.0,16.0
245,fog.csv,sbs,BATCHSTOP4,8,3.41880341880342,0.0,16.0,16.0
246,fog.csv,sbs,BATCHBISECT,16,3.41880341880342,0.0,16.0,16.0
247,fog.csv,sbs,BATCHSTOP4,16,3.41880341880342,0.0,16.0,16.0
248,puppet.csv,sbs,BATCHBISECT,2,0.0,0.0,36.0,36.0
249,puppet.csv,sbs,BATCH4,4,0.0,0.0,36.0,36.0
250,puppet.csv,sbs,BATCHBISECT,4,0.0,0.0,36.0,36.0
251,puppet.csv,sbs,BATCHSTOP4,4,0.0,0.0,36.0,36.0
252,puppet.csv,sbs,BATCHBISECT,8,0.0,0.0,36.0,36.0
253,puppet.csv,sbs,BATCHSTOP4,8,0.0,0.0,36.0,36.0
254,puppet.csv,sbs,BATCHBISECT,16,0.0,0.0,36.0,36.0
255,puppet.csv,sbs,BATCHSTOP4,16,0.0,0.0,36.0,36.0
256,concerto.csv,sbs,BATCHBISECT,2,1.03448275862069,0.0,48.0,48.0
257,concerto.csv,sbs,BATCH4,4,1.03448275862069,0.0,48.0,48.0
258,concerto.csv,sbs,BATCHBISECT,4,1.03448275862069,0.0,48.0,48.0
259,concerto.csv,sbs,BATCHSTOP4,4,1.03448275862069,0.0,48.0,48.0
260,concerto.csv,sbs,BATCHBISECT,8,1.03448275862069,0.0,48.0,48.0
261,concerto.csv,sbs,BATCHSTOP4,8,1.03448275862069,0.0,48.0,48.0
262,concerto.csv,sbs,BATCHBISECT,16,1.03448275862069,0.0,48.0,48.0
263,concerto.csv,sbs,BATCHSTOP4,16,1.03448275862069,0.0,48.0,48.0
264,sufia.csv,sbs,BATCHBISECT,2,0.0,0.0,5.0,5.0
265,sufia.csv,sbs,BATCH4,4,0.0,0.0,5.0,5.0
266,sufia.csv,sbs,BATCHBISECT,4,0.0,0.0,5.0,5.0
267,sufia.csv,sbs,BATCHSTOP4,4,0.0,0.0,5.0,5.0
268,sufia.csv,sbs,BATCHBISECT,8,0.0,0.0,5.0,5.0
269,sufia.csv,sbs,BATCHSTOP4,8,0.0,0.0,5.0,5.0
270,sufia.csv,sbs,BATCHBISECT,16,0.0,0.0,5.0,5.0
271,sufia.csv,sbs,BATCHSTOP4,16,0.0,0.0,5.0,5.0
272,geoserver.csv,sbs,BATCHBISECT,2,9.52380952380952,0.0,8.0,8.0
273,geoserver.csv,sbs,BATCH4,4,9.52380952380952,0.0,8.0,8.0
274,geoserver.csv,sbs,BATCHBISECT,4,9.52380952380952,0.0,8.0,8.0
275,geoserver.csv,sbs,BATCHSTOP4,4,9.52380952380952,0.0,8.0,8.0
276,geoserver.csv,sbs,BATCHBISECT,8,9.52380952380952,0.0,8.0,8.0
277,geoserver.csv,sbs,BATCHSTOP4,8,9.52380952380952,0.0,8.0,8.0
278,geoserver.csv,sbs,BATCHBISECT,16,9.52380952380952,0.0,8.0,8.0
279,geoserver.csv,sbs,BATCHSTOP4,16,9.52380952380952,0.0,8.0,8.0
280,orbeon-forms.csv,sbs,BATCHBISECT,2,1.71673819742489,0.0,45.5,45.5
281,orbeon-forms.csv,sbs,BATCH4,4,1.71673819742489,0.0,45.5,45.5
282,orbeon-forms.csv,sbs,BATCHBISECT,4,1.71673819742489,0.0,45.5,45.5
283,orbeon-forms.csv,sbs,BATCHSTOP4,4,1.71673819742489,0.0,45.5,45.5
284,orbeon-forms.csv,sbs,BATCHBISECT,8,1.71673819742489,0.0,45.5,45.5
285,orbeon-forms.csv,sbs,BATCHSTOP4,8,1.71673819742489,0.0,45.5,45.5
286,orbeon-forms.csv,sbs,BATCHBISECT,16,1.71673819742489,0.0,45.5,45.5
287,orbeon-forms.csv,sbs,BATCHSTOP4,16,1.71673819742489,0.0,45.5,45.5
288,graylog2-server.csv,sbs,BATCHBISECT,2,0.498753117206983,0.0,182.0,182.0
289,graylog2-server.csv,sbs,BATCH4,4,0.498753117206983,0.0,182.0,182.0
290,graylog2-server.csv,sbs,BATCHBISECT,4,0.498753117206983,0.0,182.0,182.0
291,graylog2-server.csv,sbs,BATCHSTOP4,4,0.498753117206983,0.0,182.0,182.0
292,graylog2-server.csv,sbs,BATCHBISECT,8,0.498753117206983,0.0,182.0,182.0
293,graylog2-server.csv,sbs,BATCHSTOP4,8,0.498753117206983,0.0,182.0,182.0
294,graylog2-server.csv,sbs,BATCHBISECT,16,0.498753117206983,0.0,182.0,182.0
295,graylog2-server.csv,sbs,BATCHSTOP4,16,0.498753117206983,0.0,182.0,182.0
296,opal.csv,sbs,BATCHBISECT,2,1.33928571428571,0.0,49.0,49.0
297,opal.csv,sbs,BATCH4,4,1.33928571428571,0.0,49.0,49.0
298,opal.csv,sbs,BATCHBISECT,4,1.33928571428571,0.0,49.0,49.0
299,opal.csv,sbs,BATCHSTOP4,4,1.33928571428571,0.0,49.0,49.0
300,opal.csv,sbs,BATCHBISECT,8,1.33928571428571,0.0,49.0,49.0
301,opal.csv,sbs,BATCHSTOP4,8,1.33928571428571,0.0,49.0,49.0
302,opal.csv,sbs,BATCHBISECT,16,1.33928571428571,0.0,49.0,49.0
303,opal.csv,sbs,BATCHSTOP4,16,1.33928571428571,0.0,49.0,49.0
304,cloud_controller_ng.csv,sbs,BATCHBISECT,2,5.13833992094862,0.0,15.0,15.0
305,cloud_controller_ng.csv,sbs,BATCH4,4,5.13833992094862,0.0,15.0,15.0
306,cloud_controller_ng.csv,sbs,BATCHBISECT,4,5.13833992094862,0.0,15.0,15.0
307,cloud_controller_ng.csv,sbs,BATCHSTOP4,4,5.13833992094862,0.0,15.0,15.0
308,cloud_controller_ng.csv,sbs,BATCHBISECT,8,5.13833992094862,0.0,15.0,15.0
309,cloud_controller_ng.csv,sbs,BATCHSTOP4,8,5.13833992094862,0.0,15.0,15.0
310,cloud_controller_ng.csv,sbs,BATCHBISECT,16,5.13833992094862,0.0,15.0,15.0
311,cloud_controller_ng.csv,sbs,BATCHSTOP4,16,5.13833992094862,0.0,15.0,15.0
312,heroku.csv,sbs,BATCHBISECT,2,0.0,0.0,29.5,29.5
313,heroku.csv,sbs,BATCH4,4,0.0,0.0,29.5,29.5
314,heroku.csv,sbs,BATCHBISECT,4,0.0,0.0,29.5,29.5
315,heroku.csv,sbs,BATCHSTOP4,4,0.0,0.0,29.5,29.5
