,project,method,algorithm,batch_size,builds_reqd,batch_delays,sbs_delays,total_delays
104,puppet.csv,gr,BATCHBISECT,2,56.5217391304348,35.0,0.0,35.0
105,puppet.csv,gr,BATCHBISECT,4,34.7826086956522,105.0,0.0,105.0
106,puppet.csv,gr,BATCH4,4,31.8840579710145,105.0,0.0,105.0
107,puppet.csv,gr,BATCHSTOP4,4,31.8840579710145,105.0,0.0,105.0
108,puppet.csv,gr,BATCHBISECT,8,24.6376811594203,249.0,0.0,249.0
109,puppet.csv,gr,BATCHSTOP4,8,21.7391304347826,249.0,0.0,249.0
110,puppet.csv,gr,BATCHBISECT,16,21.7391304347826,545.0,0.0,545.0
111,puppet.csv,gr,BATCHSTOP4,16,18.8405797101449,545.0,0.0,545.0
112,rails.csv,gr,BATCHBISECT,2,70.4807041299932,739.0,0.0,739.0
113,rails.csv,gr,BATCHBISECT,4,63.3716993906567,2217.0,0.0,2217.0
114,rails.csv,gr,BATCH4,4,60.7989167230873,2217.0,0.0,2217.0
115,rails.csv,gr,BATCHSTOP4,4,60.7989167230873,2217.0,0.0,2217.0
116,rails.csv,gr,BATCHBISECT,8,65.1997291807718,5177.0,0.0,5177.0
117,rails.csv,gr,BATCHSTOP4,8,62.5592417061611,5177.0,0.0,5177.0
118,rails.csv,gr,BATCHBISECT,16,68.9911983750846,11105.0,0.0,11105.0
119,rails.csv,gr,BATCHSTOP4,16,66.3507109004739,11105.0,0.0,11105.0
120,rubinius.csv,gr,BATCHBISECT,2,81.8181818181818,110.0,0.0,110.0
121,rubinius.csv,gr,BATCHBISECT,4,82.2727272727273,330.0,0.0,330.0
122,rubinius.csv,gr,BATCH4,4,75.9090909090909,330.0,0.0,330.0
123,rubinius.csv,gr,BATCHSTOP4,4,75.9090909090909,330.0,0.0,330.0
124,rubinius.csv,gr,BATCHBISECT,8,89.0909090909091,778.0,0.0,778.0
125,rubinius.csv,gr,BATCHSTOP4,8,82.7272727272727,778.0,0.0,778.0
126,rubinius.csv,gr,BATCHBISECT,16,95.4545454545455,1674.0,0.0,1674.0
127,rubinius.csv,gr,BATCHSTOP4,16,88.6363636363636,1674.0,0.0,1674.0
128,sonarqube.csv,gr,BATCHBISECT,2,64.6666666666667,150.0,0.0,150.0
129,sonarqube.csv,gr,BATCHBISECT,4,54.3333333333333,450.0,0.0,450.0
130,sonarqube.csv,gr,BATCH4,4,54.3333333333333,450.0,0.0,450.0
131,sonarqube.csv,gr,BATCHSTOP4,4,54.3333333333333,450.0,0.0,450.0
132,sonarqube.csv,gr,BATCHBISECT,8,54.0,1058.0,0.0,1058.0
133,sonarqube.csv,gr,BATCHSTOP4,8,54.0,1058.0,0.0,1058.0
134,sonarqube.csv,gr,BATCHBISECT,16,57.0,2274.0,0.0,2274.0
135,sonarqube.csv,gr,BATCHSTOP4,16,57.0,2274.0,0.0,2274.0
136,sufia.csv,gr,BATCHBISECT,2,63.1578947368421,10.0,0.0,10.0
137,sufia.csv,gr,BATCHBISECT,4,47.3684210526316,30.0,0.0,30.0
138,sufia.csv,gr,BATCH4,4,47.3684210526316,30.0,0.0,30.0
139,sufia.csv,gr,BATCHSTOP4,4,47.3684210526316,30.0,0.0,30.0
140,sufia.csv,gr,BATCHBISECT,8,47.3684210526316,74.0,0.0,74.0
141,sufia.csv,gr,BATCHSTOP4,8,47.3684210526316,74.0,0.0,74.0
142,sufia.csv,gr,BATCHBISECT,16,52.6315789473684,162.0,0.0,162.0
143,sufia.csv,gr,BATCHSTOP4,16,52.6315789473684,162.0,0.0,162.0
144,vagrant.csv,gr,BATCHBISECT,2,56.3380281690141,142.0,0.0,142.0
145,vagrant.csv,gr,BATCHBISECT,4,37.6760563380282,426.0,0.0,426.0
146,vagrant.csv,gr,BATCH4,4,37.6760563380282,426.0,0.0,426.0
147,vagrant.csv,gr,BATCHSTOP4,4,37.6760563380282,426.0,0.0,426.0
148,vagrant.csv,gr,BATCHBISECT,8,31.6901408450704,1002.0,0.0,1002.0
149,vagrant.csv,gr,BATCHSTOP4,8,31.6901408450704,1002.0,0.0,1002.0
150,vagrant.csv,gr,BATCHBISECT,16,30.9859154929577,2154.0,0.0,2154.0
151,vagrant.csv,gr,BATCHSTOP4,16,30.6338028169014,2154.0,0.0,2154.0
152,rails.csv,sbs,BATCHBISECT,2,3.0467163168585,0.0,7093.0,7093.0
153,rails.csv,sbs,BATCH4,4,3.0467163168585,0.0,7093.0,7093.0
154,rails.csv,sbs,BATCHBISECT,4,3.0467163168585,0.0,7093.0,7093.0
155,rails.csv,sbs,BATCHSTOP4,4,3.0467163168585,0.0,7093.0,7093.0
156,rails.csv,sbs,BATCHBISECT,8,3.0467163168585,0.0,7093.0,7093.0
157,rails.csv,sbs,BATCHSTOP4,8,3.0467163168585,0.0,7093.0,7093.0
158,rails.csv,sbs,BATCHBISECT,16,3.0467163168585,0.0,7093.0,7093.0
159,rails.csv,sbs,BATCHSTOP4,16,3.0467163168585,0.0,7093.0,7093.0
160,jruby.csv,sbs,BATCHBISECT,2,9.44309927360775,0.0,807.0,807.0
161,jruby.csv,sbs,BATCH4,4,9.44309927360775,0.0,807.0,807.0
162,jruby.csv,sbs,BATCHBISECT,4,9.44309927360775,0.0,807.0,807.0
163,jruby.csv,sbs,BATCHSTOP4,4,9.44309927360775,0.0,807.0,807.0
164,jruby.csv,sbs,BATCHBISECT,8,9.44309927360775,0.0,807.0,807.0
165,jruby.csv,sbs,BATCHSTOP4,8,9.44309927360775,0.0,807.0,807.0
166,jruby.csv,sbs,BATCHBISECT,16,9.44309927360775,0.0,807.0,807.0
167,jruby.csv,sbs,BATCHSTOP4,16,9.44309927360775,0.0,807.0,807.0
168,metasploit-framework.csv,sbs,BATCHBISECT,2,0.778210116731518,0.0,1691.0,1691.0
169,metasploit-framework.csv,sbs,BATCH4,4,0.778210116731518,0.0,1691.0,1691.0
170,metasploit-framework.csv,sbs,BATCHBISECT,4,0.778210116731518,0.0,1691.0,1691.0
171,metasploit-framework.csv,sbs,BATCHSTOP4,4,0.778210116731518,0.0,1691.0,1691.0
172,metasploit-framework.csv,sbs,BATCHBISECT,8,0.778210116731518,0.0,1691.0,1691.0
173,metasploit-framework.csv,sbs,BATCHSTOP4,8,0.778210116731518,0.0,1691.0,1691.0
174,metasploit-framework.csv,sbs,BATCHBISECT,16,0.778210116731518,0.0,1691.0,1691.0
175,metasploit-framework.csv,sbs,BATCHSTOP4,16,0.778210116731518,0.0,1691.0,1691.0
176,vagrant.csv,sbs,BATCHBISECT,2,0.0,0.0,932.0,932.0
177,vagrant.csv,sbs,BATCH4,4,0.0,0.0,932.0,932.0
178,vagrant.csv,sbs,BATCHBISECT,4,0.0,0.0,932.0,932.0
179,vagrant.csv,sbs,BATCHSTOP4,4,0.0,0.0,932.0,932.0
180,vagrant.csv,sbs,BATCHBISECT,8,0.0,0.0,932.0,932.0
181,vagrant.csv,sbs,BATCHSTOP4,8,0.0,0.0,932.0,932.0
182,vagrant.csv,sbs,BATCHBISECT,16,0.0,0.0,932.0,932.0
183,vagrant.csv,sbs,BATCHSTOP4,16,0.0,0.0,932.0,932.0
184,cloudify.csv,sbs,BATCHBISECT,2,0.409836065573771,0.0,3006.0,3006.0
185,cloudify.csv,sbs,BATCH4,4,0.409836065573771,0.0,3006.0,3006.0
186,cloudify.csv,sbs,BATCHBISECT,4,0.409836065573771,0.0,3006.0,3006.0
187,cloudify.csv,sbs,BATCHSTOP4,4,0.409836065573771,0.0,3006.0,3006.0
188,cloudify.csv,sbs,BATCHBISECT,8,0.409836065573771,0.0,3006.0,3006.0
189,cloudify.csv,sbs,BATCHSTOP4,8,0.409836065573771,0.0,3006.0,3006.0
190,cloudify.csv,sbs,BATCHBISECT,16,0.409836065573771,0.0,3006.0,3006.0
191,cloudify.csv,sbs,BATCHSTOP4,16,0.409836065573771,0.0,3006.0,3006.0
192,rubinius.csv,sbs,BATCHBISECT,2,9.09090909090909,0.0,313.0,313.0
193,rubinius.csv,sbs,BATCH4,4,9.09090909090909,0.0,313.0,313.0
194,rubinius.csv,sbs,BATCHBISECT,4,9.09090909090909,0.0,313.0,313.0
195,rubinius.csv,sbs,BATCHSTOP4,4,9.09090909090909,0.0,313.0,313.0
196,rubinius.csv,sbs,BATCHBISECT,8,9.09090909090909,0.0,313.0,313.0
197,rubinius.csv,sbs,BATCHSTOP4,8,9.09090909090909,0.0,313.0,313.0
198,rubinius.csv,sbs,BATCHBISECT,16,9.09090909090909,0.0,313.0,313.0
199,rubinius.csv,sbs,BATCHSTOP4,16,9.09090909090909,0.0,313.0,313.0
200,open-build-service.csv,sbs,BATCHBISECT,2,3.6480686695279,0.0,1362.0,1362.0
201,open-build-service.csv,sbs,BATCH4,4,3.6480686695279,0.0,1362.0,1362.0
202,open-build-service.csv,sbs,BATCHBISECT,4,3.6480686695279,0.0,1362.0,1362.0
203,open-build-service.csv,sbs,BATCHSTOP4,4,3.6480686695279,0.0,1362.0,1362.0
204,open-build-service.csv,sbs,BATCHBISECT,8,3.6480686695279,0.0,1362.0,1362.0
205,open-build-service.csv,sbs,BATCHSTOP4,8,3.6480686695279,0.0,1362.0,1362.0
206,open-build-service.csv,sbs,BATCHBISECT,16,3.6480686695279,0.0,1362.0,1362.0
207,open-build-service.csv,sbs,BATCHSTOP4,16,3.6480686695279,0.0,1362.0,1362.0
208,gradle.csv,sbs,BATCHBISECT,2,1.25673249551167,0.0,1093.0,1093.0
209,gradle.csv,sbs,BATCH4,4,1.25673249551167,0.0,1093.0,1093.0
210,gradle.csv,sbs,BATCHBISECT,4,1.25673249551167,0.0,1093.0,1093.0
211,gradle.csv,sbs,BATCHSTOP4,4,1.25673249551167,0.0,1093.0,1093.0
212,gradle.csv,sbs,BATCHBISECT,8,1.25673249551167,0.0,1093.0,1093.0
213,gradle.csv,sbs,BATCHSTOP4,8,1.25673249551167,0.0,1093.0,1093.0
214,gradle.csv,sbs,BATCHBISECT,16,1.25673249551167,0.0,1093.0,1093.0
215,gradle.csv,sbs,BATCHSTOP4,16,1.25673249551167,0.0,1093.0,1093.0
216,sonarqube.csv,sbs,BATCHBISECT,2,2.0,0.0,1097.0,1097.0
217,sonarqube.csv,sbs,BATCH4,4,2.0,0.0,1097.0,1097.0
218,sonarqube.csv,sbs,BATCHBISECT,4,2.0,0.0,1097.0,1097.0
219,sonarqube.csv,sbs,BATCHSTOP4,4,2.0,0.0,1097.0,1097.0
220,sonarqube.csv,sbs,BATCHBISECT,8,2.0,0.0,1097.0,1097.0
221,sonarqube.csv,sbs,BATCHSTOP4,8,2.0,0.0,1097.0,1097.0
222,sonarqube.csv,sbs,BATCHBISECT,16,2.0,0.0,1097.0,1097.0
223,sonarqube.csv,sbs,BATCHSTOP4,16,2.0,0.0,1097.0,1097.0
224,loomio.csv,sbs,BATCHBISECT,2,3.90243902439024,0.0,862.0,862.0
225,loomio.csv,sbs,BATCH4,4,3.90243902439024,0.0,862.0,862.0
226,loomio.csv,sbs,BATCHBISECT,4,3.90243902439024,0.0,862.0,862.0
227,loomio.csv,sbs,BATCHSTOP4,4,3.90243902439024,0.0,862.0,862.0
228,loomio.csv,sbs,BATCHBISECT,8,3.90243902439024,0.0,862.0,862.0
229,loomio.csv,sbs,BATCHSTOP4,8,3.90243902439024,0.0,862.0,862.0
230,loomio.csv,sbs,BATCHBISECT,16,3.90243902439024,0.0,862.0,862.0
231,loomio.csv,sbs,BATCHSTOP4,16,3.90243902439024,0.0,862.0,862.0
232,fog.csv,sbs,BATCHBISECT,2,3.41880341880342,0.0,1171.0,1171.0
233,fog.csv,sbs,BATCH4,4,3.41880341880342,0.0,1171.0,1171.0
234,fog.csv,sbs,BATCHBISECT,4,3.41880341880342,0.0,1171.0,1171.0
235,fog.csv,sbs,BATCHSTOP4,4,3.41880341880342,0.0,1171.0,1171.0
236,fog.csv,sbs,BATCHBISECT,8,3.41880341880342,0.0,1171.0,1171.0
237,fog.csv,sbs,BATCHSTOP4,8,3.41880341880342,0.0,1171.0,1171.0
238,fog.csv,sbs,BATCHBISECT,16,3.41880341880342,0.0,1171.0,1171.0
239,fog.csv,sbs,BATCHSTOP4,16,3.41880341880342,0.0,1171.0,1171.0
240,puppet.csv,sbs,BATCHBISECT,2,0.0,0.0,72.0,72.0
241,puppet.csv,sbs,BATCH4,4,0.0,0.0,72.0,72.0
242,puppet.csv,sbs,BATCHBISECT,4,0.0,0.0,72.0,72.0
243,puppet.csv,sbs,BATCHSTOP4,4,0.0,0.0,72.0,72.0
244,puppet.csv,sbs,BATCHBISECT,8,0.0,0.0,72.0,72.0
245,puppet.csv,sbs,BATCHSTOP4,8,0.0,0.0,72.0,72.0
246,puppet.csv,sbs,BATCHBISECT,16,0.0,0.0,72.0,72.0
247,puppet.csv,sbs,BATCHSTOP4,16,0.0,0.0,72.0,72.0
248,concerto.csv,sbs,BATCHBISECT,2,1.03448275862069,0.0,753.0,753.0
249,concerto.csv,sbs,BATCH4,4,1.03448275862069,0.0,753.0,753.0
250,concerto.csv,sbs,BATCHBISECT,4,1.03448275862069,0.0,753.0,753.0
251,concerto.csv,sbs,BATCHSTOP4,4,1.03448275862069,0.0,753.0,753.0
252,concerto.csv,sbs,BATCHBISECT,8,1.03448275862069,0.0,753.0,753.0
253,concerto.csv,sbs,BATCHSTOP4,8,1.03448275862069,0.0,753.0,753.0
254,concerto.csv,sbs,BATCHBISECT,16,1.03448275862069,0.0,753.0,753.0
255,concerto.csv,sbs,BATCHSTOP4,16,1.03448275862069,0.0,753.0,753.0
256,sufia.csv,sbs,BATCHBISECT,2,0.0,0.0,5.0,5.0
257,sufia.csv,sbs,BATCH4,4,0.0,0.0,5.0,5.0
258,sufia.csv,sbs,BATCHBISECT,4,0.0,0.0,5.0,5.0
259,sufia.csv,sbs,BATCHSTOP4,4,0.0,0.0,5.0,5.0
260,sufia.csv,sbs,BATCHBISECT,8,0.0,0.0,5.0,5.0
261,sufia.csv,sbs,BATCHSTOP4,8,0.0,0.0,5.0,5.0
262,sufia.csv,sbs,BATCHBISECT,16,0.0,0.0,5.0,5.0
263,sufia.csv,sbs,BATCHSTOP4,16,0.0,0.0,5.0,5.0
264,geoserver.csv,sbs,BATCHBISECT,2,9.52380952380952,0.0,397.0,397.0
265,geoserver.csv,sbs,BATCH4,4,9.52380952380952,0.0,397.0,397.0
266,geoserver.csv,sbs,BATCHBISECT,4,9.52380952380952,0.0,397.0,397.0
267,geoserver.csv,sbs,BATCHSTOP4,4,9.52380952380952,0.0,397.0,397.0
268,geoserver.csv,sbs,BATCHBISECT,8,9.52380952380952,0.0,397.0,397.0
269,geoserver.csv,sbs,BATCHSTOP4,8,9.52380952380952,0.0,397.0,397.0
270,geoserver.csv,sbs,BATCHBISECT,16,9.52380952380952,0.0,397.0,397.0
271,geoserver.csv,sbs,BATCHSTOP4,16,9.52380952380952,0.0,397.0,397.0
272,orbeon-forms.csv,sbs,BATCHBISECT,2,1.71673819742489,0.0,894.0,894.0
273,orbeon-forms.csv,sbs,BATCH4,4,1.71673819742489,0.0,894.0,894.0
274,orbeon-forms.csv,sbs,BATCHBISECT,4,1.71673819742489,0.0,894.0,894.0
275,orbeon-forms.csv,sbs,BATCHSTOP4,4,1.71673819742489,0.0,894.0,894.0
276,orbeon-forms.csv,sbs,BATCHBISECT,8,1.71673819742489,0.0,894.0,894.0
277,orbeon-forms.csv,sbs,BATCHSTOP4,8,1.71673819742489,0.0,894.0,894.0
278,orbeon-forms.csv,sbs,BATCHBISECT,16,1.71673819742489,0.0,894.0,894.0
279,orbeon-forms.csv,sbs,BATCHSTOP4,16,1.71673819742489,0.0,894.0,894.0
280,graylog2-server.csv,sbs,BATCHBISECT,2,0.498753117206983,0.0,1040.0,1040.0
281,graylog2-server.csv,sbs,BATCH4,4,0.498753117206983,0.0,1040.0,1040.0
282,graylog2-server.csv,sbs,BATCHBISECT,4,0.498753117206983,0.0,1040.0,1040.0
283,graylog2-server.csv,sbs,BATCHSTOP4,4,0.498753117206983,0.0,1040.0,1040.0
284,graylog2-server.csv,sbs,BATCHBISECT,8,0.498753117206983,0.0,1040.0,1040.0
285,graylog2-server.csv,sbs,BATCHSTOP4,8,0.498753117206983,0.0,1040.0,1040.0
286,graylog2-server.csv,sbs,BATCHBISECT,16,0.498753117206983,0.0,1040.0,1040.0
287,graylog2-server.csv,sbs,BATCHSTOP4,16,0.498753117206983,0.0,1040.0,1040.0
288,opal.csv,sbs,BATCHBISECT,2,1.33928571428571,0.0,360.0,360.0
289,opal.csv,sbs,BATCH4,4,1.33928571428571,0.0,360.0,360.0
290,opal.csv,sbs,BATCHBISECT,4,1.33928571428571,0.0,360.0,360.0
291,opal.csv,sbs,BATCHSTOP4,4,1.33928571428571,0.0,360.0,360.0
292,opal.csv,sbs,BATCHBISECT,8,1.33928571428571,0.0,360.0,360.0
293,opal.csv,sbs,BATCHSTOP4,8,1.33928571428571,0.0,360.0,360.0
294,opal.csv,sbs,BATCHBISECT,16,1.33928571428571,0.0,360.0,360.0
295,opal.csv,sbs,BATCHSTOP4,16,1.33928571428571,0.0,360.0,360.0
296,cloud_controller_ng.csv,sbs,BATCHBISECT,2,5.13833992094862,0.0,616.0,616.0
297,cloud_controller_ng.csv,sbs,BATCH4,4,5.13833992094862,0.0,616.0,616.0
298,cloud_controller_ng.csv,sbs,BATCHBISECT,4,5.13833992094862,0.0,616.0,616.0
299,cloud_controller_ng.csv,sbs,BATCHSTOP4,4,5.13833992094862,0.0,616.0,616.0
300,cloud_controller_ng.csv,sbs,BATCHBISECT,8,5.13833992094862,0.0,616.0,616.0
301,cloud_controller_ng.csv,sbs,BATCHSTOP4,8,5.13833992094862,0.0,616.0,616.0
302,cloud_controller_ng.csv,sbs,BATCHBISECT,16,5.13833992094862,0.0,616.0,616.0
303,cloud_controller_ng.csv,sbs,BATCHSTOP4,16,5.13833992094862,0.0,616.0,616.0
304,opal.csv,ssr,BATCH4,4,11.1607141494751,102.0,23.0,125.0
305,opal.csv,ssr,BATCHSTOP4,4,11.1607141494751,102.0,23.0,125.0
306,opal.csv,ssr,BATCHSTOP4,8,10.2678575515747,308.0,57.0,365.0
307,opal.csv,ssr,BATCHSTOP4,16,21.4285717010498,996.0,47.0,1043.0
308,opal.csv,ssr,BATCHBISECT,1,7.5892858505249,0.0,29.0,29.0
